rating,title,date,location
FALSE, An article claiming that “Bill Gates’ vaccine” would modify human DNA.,2020/07/06 , Italy
FALSE," As part of vaccine trials, Dr. V.K. Srinivasan of Bharath Biotech took the COVID-19 vaccine",2020/07/04 , India
FALSE, Vice President of Bharat Biotech got a shot of the indigenious COVAXIN vaccine,2020/07/04 , 
FALSE, There is microchip that will be implanted in the future coronavirus vaccine to control the population for political and economic purposes.,2020/07/03 , Spain
FALSE, Henry Kissinger said that population reduction should be done by vaccines “for the common good”.,2020/07/03 , Spain
FALSE," Dangerous amounts of fetal DNA are found in vaccines, including future COVID-19 ones",2020/07/03 ," France, United States"
FALSE, The prime minister of Australia was caught on video pretending to receive a vaccine against COVID-19.,2020/07/02 , Brazil
FALSE, A post against vaccines and a future coronavirus vaccine shows the Prime minister of Australia pretending to get a vaccine but not actually getting it.,2020/07/02 , Colombia
MISLEADING, A WhatsApp message that the European Union wants to relax vaccination regulations so that the COVID-19 vaccine is available more quickly since “Gates and his accomplices seem to be in a rush to administer it” although “it probably equates to a genocide”.,2020/06/30 , Spain
FALSE, A post claims a COVID-19 vaccine has already been developed and will cause widespread infertility.,2020/06/29 , Australia
Misleading," A Russian doctor invented the Covid-19 vaccine, while an Iraqi parliamentarian scared the people.",2020/06/29 , Iraq
FALSE," A Facebook post claiming that the “50 million people” who died during the second wave of the Spanish flu (1918) had just got a vaccine. The post compares this situation with the new coronavirus, and warns people against getting a vaccine for Covid-19 when it will be ready.",2020/06/29 , Italy
FALSE," According to Bill Gates, the COVID-19 RNA vaccine will permanently alter our DNA. RNA vaccines can also cause autoimmunity.",2020/06/25 , United States
FALSE, The spread of COVID-19 began last October with “contaminated” flu vaccines and the coronavirus remained latent in the body of the patients until it emerged months later.,2020/06/24 , Spain
FALSE, A Whatsapp message claiming that Covid-19 was transmitted to people through the 2019-2020 influenza vaccine.,2020/06/24 , Italy
FALSE," Bill Gates has said that the COVID-19 vaccine could kill 700,000 people.",2020/06/23 , Spain
FALSE," A video of the doctor linked to the anti-vaccine movement, Chinda Brandolino, on the origin of COVID-19.",2020/06/23 , Argentina
Misleading," Video reveals a secret vaccine for the novel coronavirus, in the White House.",2020/06/23 , United States
No evidence," The coronavirus will fade away on its own, so no vaccine is needed.",2020/06/23 ," Ukraine, Italy"
FALSE, COVID-19 vaccine candidates will insert microchips in humans.,2020/06/23 , Spain
FALSE, Bill Gates said that the COVID-19 vaccine will permanently change your DNA.,2020/06/23 , Spain
FALSE," A short portion of an interview given by discredited researcher Judy Mikovits, in which she claims that a vaccine for COVID-19 will be deadly, warns against immunization, and advocates for a five-year moratorium to test all vaccines, has been watched tens of thousands of times on YouTube and Facebook.",2020/06/22 ," United States, Canada"
FALSE," Bill Gates-funded vaccine got 1,200 girls sick in India.",2020/06/22 , Argentina
FALSE, Outbreaks in slaughter houses are due to false PCR tests – the PCR test can show positive results for coronaviruses of cattle or vaccines for cattle,2020/06/21 , Germany
FALSE, A Facebook post which would list the ingredients for the Covid-19 vaccine.,2020/06/20 , Italy
FALSE," Bill Gates, who is supporting COVID-19 vaccine research, visited in New Zealand during May.",2020/06/19 ," Australia, New Zealand"
FALSE," WHO says Coronavac, vaccine produced by Sinovac Biotech, hasn’t been tested anywhere in the world before Brazil.",2020/06/19 , Brazil
FALSE," João Doria, governor of São Paulo, said CoronaVac, the Chinese vaccine that will be tested in Brazil, will be tested only on elderly people, who will receive 1.5 thousand reais (around 250 American dollars).",2020/06/19 , Brazil
FALSE, The governor of the State of São Paulo signed a partnership to produce a vaccine against COVID-19 in 2019.,2020/06/18 , Brazil
FALSE," CoronaVac, a vaccine that is being developed in China and will be tested in Brazil, was only tested on monkeys.",2020/06/18 , Brazil
FALSE," CoronaVac, a vaccine that is being developed in China and will be tested in Brazil, is being funded by Bill Gates.",2020/06/18 , Brazil
FALSE," CoronaVac, vaccine that is being developed in China and will be tested in Brazil, was not tested anywhere else in the world.",2020/06/18 , Brazil
FALSE, WHO has admitted that a COVID-19 vaccine won’t work,2020/06/18 , France
MISLEADING, A post suggests a conspiracy in the testing of a Chinese vaccine against COVID-19 in Brazil. It says: “China has 1 billion people and is going to test the vaccine in Sao Paulo?”,2020/06/18 , Brazil
FALSE," A picture with a quote attributed to Bill Gates, stating: “The vaccine won’t be safe, but let’s get it out quickly anyway, and worry about the consequences later”",2020/06/17 , Italy
No evidence," COVID-19 pandemic is the reiteration of the previous epidemics, which were also fake. For example, the H1N1 epidemic was planned by the elites to reduce the population, and the vaccine allegedly developed to prevent the swine flu actually led to diseases and deaths.",2020/06/17 , Ukraine
MISLEADING, A vaccine-test volunteer became sick and was censored by media,2020/06/17 , France
FALSE," Cardinal Antonio Cañizares, from Spain, has assured that one of the vaccines that is being investigated against COVID-19 is made from cells of aborted fetuses.",2020/06/17 , Spain
FALSE, This is the Russian doctor called Dahrov who invented the COVID19 vaccine.,2020/06/17 , Lebanon
FALSE," Bill Gates, who has led harmful vaccination campaigns in developing countries, now plans to use COVID-19 vaccines to surveil the population.",2020/06/16 , United States
FALSE," Governor of São Paulo said he signed a contract with China for the production of a coronavirus vaccine in August 2019, which proves that the pandemic is a scam.",2020/06/15 , Brazil
MISLEADING, The vaccine is not the final solution against the novel coronavirus.,2020/06/15 , Ukraine
FALSE," According to a statement appearing to be coming from WHO “There is no pandemic. The epidemic does not exist. No vaccine is needed. Healthy people do not need gloves, face masks and other protective equipment. There was no need for a lockdown and a curfew as well as the so-called contact tracing. The virus cannot survive on surfaces – such an isolation was only the demand of governments. Each and every organisation, fitness clubs, theatres, restaurants, cafes and bars can work at full capacity.”",2020/06/15 , Georgia
FALSE, There are reports circulating on social media that Bill Gates said that a new experimental mRNA vaccine could change patients’ DNA.,2020/06/15 , Belgium
FALSE," João Doria, governor of São Paulo, signed a contract with Sinovac to develop a vaccine against COVID-19 in August. Therefore, he knew all about the disease and is part of a Chinese conspiracy.",2020/06/15 , Brazil
No evidence," The decryption of the name “COVID-19” reveals the truth behind the pandemic. “CO” stands for control, “V” – for vaccine, “ID” – for identity. “1” means the first letter of the alphabet, and A stands for Artificial. 9 means the ninth letter of the alphabet, and I stands for Intelligence. To sum it up, it is about control over people with the help of digital identification, vaccines, and artificial intelligence.",2020/06/14 , Ukraine
FALSE," Vaccines are causing infertility, asthma and do not save you from disease.",2020/06/12 , Ukraine
No evidence," Vaccines, chips, and 5G are interconnected and needed to establish control over people",2020/06/12 , Ukraine
FALSE," Last year, in China, a vaccine was compulsory and that vaccine supposedly hosts a digitized virus, is the one that causes COVID-19 and can be activated through 5G antennas.",2020/06/12 ," Argentina, Spain, Mexico, Colombia"
FALSE, Existence of a vaccination summit may be a sign that vaccination will become mandatory in “third world countries”. Coronavirus vaccine will be tested on African population and then on the white population in third world countries in a mandatory order.,2020/06/11 , Georgia
FALSE," Speaking about the danger of developing a COVID-19 vaccine without animal testing, lawyer and environmentalist Robert Kennedy Jr. said a dengue vaccine developed by the U.S. National Institutes of Health (NIH) was administered on children in the Philippines, making them more sick and even causing deaths.",2020/06/11 , Philippines
FALSE, Spanish singer Miguel Bosé accused Gates Foundation to be expelled from India for their vaccines.,2020/06/11 ," Venezuela, Spain, India, United States"
FALSE, Bill Gates faces trial in India for illegally testing vaccines.,2020/06/11 ," Argentina, India, Venezuela"
FALSE, Irish Prime Minister Leo Varadkar is going to the Supreme Court to make the coronavirus vaccine mandatory for all people living in Ireland.,2020/06/11 , Ireland
FALSE, Facebook posts circulating in Africa claim France has announced a ban on Africans travelling to Europe if they refuse “the European vaccine” for COVID-19.,2020/06/10 , Africa
FALSE," “Plandemia”: This video claims that the coronavirus was created in a laboratory, and that it is a plan to reduce the population where vaccines and abortion are involved, among many other claims.",2020/06/10 , Mexico
FALSE," Spanish musician Miguel Bosé posted a Twitter thread pointing to the expulsion of the Gates Foundation and GAVI ‘pharmaceutical’ from India, polio and HPV vaccines and the implementation of a microchip vaccine.",2020/06/10 , Colombia
FALSE," Singer Miguel Bosé’s tweets involving Bill Gates, vaccines and 5G.",2020/06/10 ," Argentina, Spain"
FALSE, Emmanuel Macron decided that African people couldn’t enter the European terroritory anymore unless they have been vaccined with the European vaccine.,2020/06/09 , France
FALSE," A message accompanied by a photo of a poster from the Government delegation in Navarra, Spain, stating “international vaccination center”. According to the message that is circulating, “these ‘International Vaccination’ posters are beginning to be placed in government delegations, it will be the protocol of the new normal” after the quarantine of the coronavirus. It also says that the virus “was only an excuse to get us a mRNA (genetic software) vaccine synchronized to a digital identity.”",2020/06/09 , Spain
FALSE, French president Emanuel Macron announced a vaccine mandate for Africans willing to travel to Europe,2020/06/09 , France
FALSE, Bill Gates was expelled from India due to his Polio vaccines.,2020/06/09 , Mexico
FALSE, COVID-19 vaccines from the US will have microchips.,2020/06/09 , Philippines
FALSE, The vaccine against the new coronavirus has existed since 2001.,2020/06/08 , Argentina
FALSE, Nanochips were found in COVID-19 vaccines.,2020/06/07 , Ukraine
FALSE, Bill Gates’ coronavirus vaccine developed by Oxford researchers caused all test subjects to get coronavirus.,2020/06/04 , United States
FALSE, Vaccines and facemasks “kill” people.,2020/06/04 , France
MISLEADING," A picture taken in Colombia which shows a girl who fainted. The caption claims that the vaccine for COVID-19 is starting to be distributed in poorer countries, but 200 girls fainted after the injection.",2020/06/04 , Italy
MISLEADING," A viral message circulating on WhatsApp claims that a vaccine would be available in September 2020, “thus ending speculation that the vaccine would not be available until 2021”.",2020/06/03 , Spain
FALSE," Bill Gates says that the COVID-19 vaccine could kill 700,000 people.",2020/06/03 , Spain
MISLEADING," A COVID vaccine was developed in Naigaon, in the state of Assam (India).",2020/06/02 , India
FALSE," Multiple Facebook posts shared thousands of times by Filipino Facebook users make several false claims about a future vaccine for COVID-19, the disease caused by the novel coronavirus. The posts also make claims about a link between a potential vaccine and the rollout of 5G technology.",2020/05/31 , Philippines
misleading," A video has been viewed tens of thousands of times in multiple posts on YouTube, Facebook and Twitter which claim it shows US infectious disease expert Dr. Anthony Fauci admitting vaccines are “toxic” and can “make you worse” during a press conference about the novel coronavirus.",2020/05/30 , Philippines
FALSE, Dr Anthony Fauci said a COVID-19 vaccine must be delivered to people without ‘proper studies’ being carried out.,2020/05/30 ," Ireland, United States"
FALSE, Multiple Facebook posts shared hundreds of times claim that Bill Gates’ “ultimate goal” is to “microchip the [COVID-19] vaccine” to create “virtual IDs”. The posts also claim the billionaire philanthropist was in New Zealand in May and June 2020 “to test and trial the COVID-19 vaccine”.,2020/05/30 , New Zealand
MISLEADING," An article states that Moderna found a vaccine for COVID-19, and it will produce a billion doses by December.",2020/05/29 , Italy
FALSE, A vaccine for the coronavirus has been discovered.,2020/05/29 , Ghana
FALSE, Scientists develop a vaccine that cures COVID-19 in three days.,2020/05/29 , Brazil
MISLEADING, An article stating that Moderna vaccines had “catastrophic results”.,2020/05/28 , Italy
FALSE," An Instagram post claims Microsoft founder Bill Gates said up to 700,000 people could die from a COVID-19 vaccine.",2020/05/28 , Australia
MISLEADING," “Vaccines are dangerous,” says the German homeopathic organisation Ärzte für Aufklärung, which campaigns against the coronary measures and against vaccines. They give four cases on her website that would show that vaccines can be dangerous. Three of the four cases are misleading, one is uncertain.",2020/05/28 , Belgium
FALSE," Bing Liu, a researcher who was about to discover a vaccine for COVID-19, was murdered in the US.",2020/05/27 , Brazil
Misleading, A COVID-19 vaccination program is starting in Greece with the use of tuberculosis vaccine.,2020/05/27 , Greece
FALSE," Vaccines against the novel coronavirus are dangerous. Moreover, a mutation in the virus will make them ineffective.",2020/05/27 , Ukraine
FALSE, Bill Gates said ‘thousands of people will die with the COVID-19 vaccine’,2020/05/27 ," Colombia, United States"
misleading," An image shared on social media claims vaccines are dangerous because they contain potassium chloride, the chemical used to stop the heart in lethal injections.",2020/05/26 ," United States, Canada"
Partly false, Every fifth participant of a clinical trial for vaccine mRNA-1273 got very sick,2020/05/26 , Germany
Partially false, Every fifth participant of a clinical trial for vaccine mRNA-1273 got very sick,2020/05/26 , Germany
FALSE," A pandemic is a show, we don’t need a vaccine, and the coronavirus always existed.",2020/05/26 , Ukraine
FALSE," Facebook and Instagram posts shared thousands of times claim that vaccines directly violate the Nuremberg Code, a set of research ethics principles for human experimentation established after World War II.",2020/05/25 , Canada
Misleading, A team of experts and scientists from the Faculty of Medicine in Rabat announce that a vaccine for Covid-19 is coming soon.,2020/05/22 , Morocco
FALSE, 20% of human volunteers for the test for a COVID-19 vaccine developed by Moderna have suffered serious adverse effects.,2020/05/22 , Mali
FALSE, There is nothing called “coronavirus” and it is just a hoax to pass Bill Gates’s vaccine.,2020/05/21 ," Lebanon, Saudi Arabia"
PARTLY FALSE, US biotech firm Sorrento Therapeutics has produced a 100 percent effective antibody against COVID-19. There was no need for a vaccine for the coronavirus.,2020/05/21 , Turkey
FALSE, Lithuanian parliament member said that there are some very serious reasons to believe that virus was made artificialy in a laboratory and everything is related to Gates and other millionaires plan to create artificial virus just to sell vaccines afterwards.,2020/05/21 , Lithuania
FALSE, Moderna’s COVID-19 vaccine is dangerous.,2020/05/20 ," Ukraine, United States"
FALSE," Dr. Anthony Fauci said: “as soon as a COVID-19 vaccine is manufactured, it must be delivered to healthcare professionals for immediate human injection. Proper studies can be done later.”",2020/05/20 , United States
FALSE, The first test results for the Moderna vaccine are disappointing.,2020/05/20 , Ukraine
FALSE, “Bill Gates Explains That The COVID Vaccine Will Use Experimental Technology And Permanently Alter Your DNA”.,2020/05/20 , United States
FALSE, People who have received flu vaccines in the past three to five years will “probably test positive” for COVID-19.,2020/05/20 , United States
FALSE, A video claims that Bill Gates made a presentation to the CIA on COVID-19 vaccines for modifying the brain of religious fanatics.,2020/05/20 , Ghana
mostly false, Bill Gates admitted that he wants to vaccinate everyone because he makes 2000 percent profit with vaccines.,2020/05/20 , Germany
No evidence, Bill Gates spreads viruses to profit on vaccines.,2020/05/19 , Ukraine
FALSE, A picture claiming that “Bill Gates’ vaccines” would have paralyzed 496k children in India.,2020/05/19 , Italy
FALSE," Bill Gates says the coronavirus vaccine will kill 700,000 people",2020/05/19 , Poland
FALSE, COVID-19 deaths in Lombardy are due to flu vaccines.,2020/05/18 , Italy
MISLEADING, An Italian politician says that according to the science journal Nature the vaccine against COVID-19 is not needed because the virus changes rapidly.,2020/05/18 , Italy
FALSE, Bill Gates is doing “population control” with the coronavirus vaccine.,2020/05/18 , Colombia
FALSE," Humans are getting sick because the “bioengineered” coronavirus in one’s body is reacting to 5G, and a coronavirus vaccine “with an RFID chip” will be introduced as the cure for the disease, called “mark of the beast.”",2020/05/18 , Philippines
FALSE, Influenza and coronavirus vaccines are more likely to cause upper respiratory tract infections. All COVID-19 tests shows positive result.,2020/05/18 , Lithuania
FALSE, A post says that the flu vaccine increases the risk of being infected with COVID-19.,2020/05/18 , Portugal
FALSE," Italian MP Sara Cunial says Bill Gates kills people with vaccines and “terminator” seeds, and that he is behind the COVID-19 pandemic.",2020/05/17 , Latvia
FALSE, Bill Gates and Microsoft have patented a cryptocurrency from Satan (666) and a microchip tattooed to control humans. The microchip would be inserted with coronavirus vaccines.,2020/05/17 , Italy
Misleading," According to a study conducted by the American Pentagon, everyone who has received the influenza vaccine are 36% more likely to get infected by SARS-CoV-2.",2020/05/17 , Greece
No evidence," The ID-2020 project is electronic fascism; it promotes the injection of nano-chips, including through the COVID-19 vaccine.",2020/05/16 , Ukraine
FALSE," In this video, italian representative Sara Cunial tells the truth about Bill Gates and its will to control world population through vaccines and medical experiment.",2020/05/15 , France
FALSE, A newspaper article entitled “Vaccine against coronavirus causes new diseases” from 1989.,2020/05/15 ," Belgium, Netherlands"
FALSE, Human testing of a COVID-19 vaccine is currently being conducted in Kenya.,2020/05/15 , Kenya
misleading, Video of Islamic Ulema in Indonesia forced to get COVID-19 vaccine Injected.,2020/05/15 , Indonesia
FALSE," Dr Mikovits, an established scientist, revealed that Dr Anthony Fauci was paid to cover up the extent of the problem caused by COVID-19. Also she revealed that SARS-CoV-2 was created in a lab and that influenza vaccines increase COVID-19 mortality by 36%.",2020/05/14 , Greece
No evidence," The vaccine from the artificial coronavirus will change the human genetic code, according to Rashid Buttar.",2020/05/14 , Ukraine
FALSE, A video of Italian politician Sara Cunial blasting Bill Gates as a “vaccine criminal” in speeches to parliament has been viewed tens of thousands of times on Facebook and YouTube.,2020/05/14 , Nigeria
FALSE," A Facebook page uploaded an interview with a man who supposedly got cured of COVID-19 through salt water steam inhalation therapy, and told readers the answer is “not a vaccine but salt.”",2020/05/14 , Philippines
FALSE, Dr. Fauci confirms to Congress how the vaccine increases the dangerousness of the novel coronavirus.,2020/05/14 , Italy
MISLEADING, A publication claims that Bill and Melinda Gates didn’t vaccine their kids.,2020/05/13 ," Spain, United States"
Partially false," BCG (Bacillus Calmette-Guérin) vaccine, which is used to prevent tuberculosis, also serves to mitigate the damage caused by COVID-19.",2020/05/13 , Colombia
FALSE," “Bill Gates already has his vaccine ready for you (against covic-19, ed.), And here’s the patent.”",2020/05/13 , Denmark
FALSE," “Due to the large number of people who will refuse the forthcoming COVID-19 vaccine because it will include tracking microchips, the Gates Foundation is now spending billions to ensure that all medical and dental injections and procedures include the chips.”",2020/05/13 , United States
FALSE, “Vaccines are in direct violation of The Nuremberg Code.”,2020/05/12 , United States
FALSE, A YouTube video claiming that in 2014 Bill Gates patenteted the vaccine againt COVID-19.,2020/05/12 , Italy
FALSE, Animal coronavirus vaccine works on SARS-CoV-2,2020/05/12 , Poland
FALSE, Bill Gates patented the Sars-cov2 vaccine in 2014.,2020/05/11 , Italy
FALSE, Claim that Bill Gates said that coronavirus vaccine will kill or harm 700 000 people.,2020/05/11 , Poland
mostly false, Bill Gates predicts 700.000 victims because of a COVID-19 vaccine.,2020/05/11 , Germany
FALSE," Judy Mikovit’s claims about the origins of COVID-19, flu vaccine and face masks from the documentary Plandemic retold in FB post.",2020/05/11 , Indonesia
FALSE," Emmanuel Macron said the African people no longer will travel to Europe, if they refused to use the European vaccine against COVID-19.",2020/05/08 ," Europe, Africa"
Misleading," A viral photo displays a vial of the vaccine, with text along the top that says, “Now this was 2001 tell me why 19 years later they say there is no vaccine share before they take it down again.”",2020/05/08 , India
FALSE, An image showing a COVID-19 vaccine created in 2001.,2020/05/08 , Argentina
FALSE, WHO envoy says COVID-19 vaccine can not be found.,2020/05/08 , Turkey
FALSE, Bill Gates is funding a vaccine in adhesive patch form. The vaccine contains a microchip that is going to be used to monitor people via 5G network.,2020/05/08 , Brazil
FALSE," Judy Mikovits’ claims about COVID-19 origins, flu vaccine,  hydroxychloroquine and face masks from the documentary Plandemic retold in FB post.",2020/05/07 , Latvia
FALSE, Claim that the coronavirus isn’t new as there is a canine coronavirus vaccine since 2001.,2020/05/07 , Poland
MISLEADING," In the United States, a scientist who was developing a vaccine for coronavirus was killed.",2020/05/07 ," Kazakhstan, Russia, Ukraine, Kyrgyzstan"
FALSE, Viral video reveals there is a coronavirus vaccine patent owned by Bill Gates.,2020/05/06 , United States
MISLEADING," An image purportedly showing an article about flu vaccination has been shared hundreds of times in multiple posts on Facebook and Twitter posts alongside a claim that flu vaccines can make people more vulnerable to infections. The posts, shared in May 2020 during the ongoing coronavirus pandemic, add that those who receive flu shots are “the first to die in an actual global pandemic”.",2020/05/06 , Australia
Misleading," A viral photo displays a vial of the vaccine, with text along the top that says, “Now this was 2001 tell me why 19 years later they say there is no vaccine share before they take it down again.”",2020/05/06 , India
FALSE, A video where Bill Gates is alledgely stating that vaccines are useful to sterilize and reduce the world population.,2020/05/06 , Italy
FALSE, Kenya is the first African country to receive a COVID-19 vaccine from the United Kingdom.,2020/05/06 , Kenya
FALSE, Gates Foundation stands to make nearly £31.5 billion on a coronavirus vaccine in U.K.,2020/05/06 , United States
FALSE, The Chinese have 100 million vaccines for COVID-19 ready.,2020/05/05 , Greece
MISLEADING, The BCG (Bacillus Camette – Guerin) vaccine for tuberculosis can protect people from COVID-19.,2020/05/05 , Greece
FALSE, The future coronavirus vaccine will implant a microchip called id2020.,2020/05/05 , Colombia
Misleading, “Plandemic” vignette featuring Judy Mikovits claims that coronavirus is manmade; that flu vaccine increases risk of COVID-19; that hydroxychloroquine is effective for treating COVID-19.,2020/05/05 , United States
FALSE," A Whatsapp message which claims that the Italian government sent “Nas” (a branch of the Carabinieri) to close the department in charge of plamsa-related therapies at Mantua hospital, where “they cure COVID-19 in 48 hours”. The government would have done that in order to obtain “Bill Gates’ vaccine”.",2020/05/04 , Italy
Partially false," In a video, blogger Ken Jebsen claims Bill Gates took control over the health system to force his vaccines upon everyone. He funds 80 percent of the WHO. In Germany people are arrested because they carry the constitution (Grundgesetz). Germany secretly wants to impose compulsory vaccines in a new law, and COVID-19 is just a harmless flu",2020/05/04 , Germany
FALSE, Trump announced that Roche Medical Company will launch a vaccine to cure COVID-19 in 3 hours.,2020/05/04 , Mexico
MISLEADING, COVID-19 can be treated with the plasma of healed patients. We don’t need a vaccine or a drug.,2020/05/03 , Italy
No evidence, The WHO will kill 6 billion people through viruses in the vaccines. The lockdown prepares people for the epoch of labour automatization.,2020/05/01 , Ukraine
FALSE, Influenza vaccines are likely to result in a false positive PCR-test for Sars-CoV-2.,2020/05/01 , Denmark
FALSE," When the COVID-19 vaccine is introduced, microchips will also be introduced into the human body, then 5G networks will come into play, through which the world’s elite will send various signals to nanochips that have settled in human organisms. They will want to send such a signal that only the a “Golden” billion will remain on Earth.",2020/05/01 ," Russia, Kazakhstan, Kyrgyzstan"
FALSE, A tweet by Pakistani journalist Saadia Afzaal claiming that China has developed a COVID-19 vaccine.,2020/04/30 , China
FALSE," Researchers from Oxford University are offering Ksh100,000 to Kenyan volunteers for a COVID -19 vaccine trial.",2020/04/30 ," United Kingdom, Kenya"
FALSE, Melinda Gates divorced her husband Bill because he created a toxic vaccine whose purpose is to destroy the African.,2020/04/30 , Mali
FALSE, A vaccine for the novel coronavirus was available as early as 2001.,2020/04/30 , Philippines
FALSE," An article circulating on Facebook claims that Microsoft co-founder Bill Gates said a COVID-19 vaccine could kill almost one million people, citing an interview he gave.",2020/04/30 , United States
FALSE, “Bill Gates admits his COVID-19 vaccine might kill nearly 1 million people.”,2020/04/30 , United States
FALSE, First recipients of a COVID-19 test vaccine is dead.,2020/04/30 ," Kenya, United Kingdom"
FALSE, One of the first recipients of a trial COVID-19 vaccine died.,2020/04/29 ," Kenya, United Kingdom"
No evidence," The Covid-19 vaccine will have an ill effect on the genetic code. Moreover, mass testing for SARS-Cov-2 will establish control over people through collecting personal data.",2020/04/29 , Ukraine
FALSE," A video showcasing successful trials completed for COVID-19 vaccine developed by PGIMER, in India.",2020/04/29 , India
FALSE, Chinese President Xi Jinping urging Africans to reject a coronavirus vaccine that has killed all the animals it has been tested.,2020/04/29 ," Africa, Mali, China"
misleading, Bill Gates is creating vaccines to make the earth’s population infertile. He discussed a plan to reduce the world’s population through vaccines during his 2010 TED talk.,2020/04/29 , Georgia
FALSE," According to the headlines of an article shared as a screenshot, the first volunteer in the United Kingdom’s COVID-19 vaccine trial has died, two days after getting the injection.",2020/04/29 , South Africa
FALSE, Influenza vaccines contain the coronavirus and increase the spread of COVID-19.,2020/04/29 , Italy
FALSE," Dr. Elisa Granato, one of the first volunteers to receive a potential COVID-19 vaccine in the U.K., has died.",2020/04/29 , United States
FALSE, A Filipino scientist has produced a vaccine for COVID-19.,2020/04/28 , Philippines
FALSE, Young people “have a greater chance of being killed by the HPV vaccine than COVID-19.”,2020/04/28 , United States
FALSE, The coronavirus vaccine is ready and works in 3 hours (picture).,2020/04/28 , Ukraine
FALSE, There has been vaccine for coronavirus (COVID-19) since 2001.,2020/04/27 , Colombia
FALSE, Seven children in Senegal are dead due to coronavirus vaccine testing.,2020/04/27 , Greece
FALSE, A vaccine against polio funded by Bill Gates has paralysed almost 500 000 children in India between 2000 and 2017.,2020/04/27 , France
FALSE, Content claiming that the first woman in the UK to try the experimental coronavirus vaccine has died.,2020/04/27 ," Spain, United Kingdom"
FALSE," Dr. Elisa Granato, the first volunteer for vaccine trials in UK, has died.",2020/04/27 , Sri Lanka
FALSE," First volunteer for COVID-19 Vaccine in UK, Dr. Elisa Granato, is dead.",2020/04/27 , India
FALSE," In the United Kingdom, the woman who was tried for the coronavrus vaccine has died.",2020/04/27 , India
FALSE," In the United Kingdom, the woman who was tried for the coronavrus vaccine has died.",2020/04/27 , India
FALSE, “This image prove that a coronavirus vaccine for animals has existed since 2001. Do they think we’re complete fools?”,2020/04/27 , Italy
FALSE, UK’s Covid-19 vaccine trial volunteer Dr Elisa Granato is dead.,2020/04/27 , India
FALSE, The first volunteer for the new COVID-19 vaccine died.,2020/04/26 , Greece
FALSE," Elisa Granato (32-year-old), the first woman to get vaccine for COVID-19, died.",2020/04/26 , India
FALSE," Dr Elisa Granato, one of the first participants in a UK COVID-19 vaccine trial, has died.",2020/04/26 , United Kingdom
FALSE," A report circulating in Sri Lanka claims that a COVID-19 vaccine trial at the University of Oxford in England has been “successful”. The purported news article, which has been shared repeatedly on Facebook, states 72 out of 100 COVID-19 patients recovered from the virus after receiving the vaccine.",2020/04/26 , Sri Lanka
FALSE, First volunteer in UK coronavirus vaccine trial Elisa Granato has died.,2020/04/26 , Italy
FALSE, This is an image of a suspected coronavirus vaccine causing COVID-19.,2020/04/26 , Spain
No evidence," We will have a vaccine by september, Oxford’s science team says.",2020/04/26 ," Paraguay, Argentina"
FALSE, A vaccine for coronavirus was available since 2001.,2020/04/26 , India
FALSE," Elisa Granato, the first volunteer in the first Europe human trial of a COVID-19 vaccine, has died.",2020/04/25 , United States
FALSE, An online report shared tens of thousands of times on Facebook and Twitter claims that one of Britain’s first volunteers to be injected with a trial coronavirus vaccine has died.,2020/04/25 , Nigeria
FALSE, A volunteer for Oxford coronavirus vaccine died.,2020/04/25 ," United States, United Kingdom"
FALSE, “First volunteer in UK coronavirus vaccine trial has died.”,2020/04/25 , United States
Partially false, A photo of a dog vaccine against coronavirus is shared as proof that the virus existed 20 years ago.,2020/04/25 , Germany
FALSE, A photograph taken in 2001 shows a vaccine for coronavirus.,2020/04/23 , Ireland
FALSE, A vaccine for coronavirus was made in 2001.,2020/04/23 , United Kingdom
MISLEADING, Coronavirus is activated by the flu vaccine.,2020/04/23 , Italy
FALSE, The vaccine against the new coronavirus has been developed in Ukraine.,2020/04/23 , Ukraine
FALSE, A photo shows a 19-year-old vaccine for canine coronavirus that could be used to prevent the new coronavirus causing COVID-19.,2020/04/23 , South Africa
FALSE, Facebook posts shared in at least three countries as scientists work to develop a COVID-19 vaccine claim to offer a legal way to refuse vaccination.,2020/04/22 ," United States, Canada, Australia"
FALSE, Doctor says in a video: We must all go out to get infected to end the pandemic. Vaccines are going to infect us with another disease. Fear causes other illnesses.,2020/04/22 , Mexico
FALSE, Bill Gates is creating a vaccine against the COVID-19 which would geolocate the population.,2020/04/22 ," France, United States, Africa"
mostly false, The USA are counting on alternative medicine like chlorine dioxide or hydroxychloroquine instead of vaccines.,2020/04/22 , Germany
FALSE, A video of hot mic comments between a Fox News reporter and a New York Times photographer reveals that COVID-19 is a hoax and proves that there is a secret vaccine.,2020/04/22 , United States
FALSE, The existence of a canine coronavirus vaccine casts doubt on statements that there isn’t one for humans.,2020/04/22 , United States
FALSE, A Pentagon study found that people who get the flu vaccine are 36% more likely to get COVID-19.,2020/04/22 , United States
FALSE, The citizens can deny mandatory vaccination if they ask a specific set of questions to their doctor. Also every vaccine contains MRC-5 cells from aborted fetuses.,2020/04/22 , Greece
FALSE," Dr. Abdul Rahman Al-Youbi, Director of King Abdulaziz University in Saudi Arabia, shares the news of a new vaccine for Covid-19 created by Saudi doctors.",2020/04/21 , Saudi Arabia
FALSE, A video showing two journalists talking at a White House briefing is the proof a vaccine exist.,2020/04/21 , United States
FALSE," No, a vaccine will not be required to obtain a visa for Europe.",2020/04/21 ," France, Europe"
